repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed,n_type_inbound,n_type_outbound,n_type_transit,n_type_hidden,pct_type_classified,pkg_pct_inbound_mean,pkg_pct_outbound_mean,pkg_pct_transit_mean,pkg_pct_hidden_mean,pkg_pct_inbound_max,pkg_pct_outbound_max,pkg_pct_transit_max,pkg_pct_hidden_max,pkg_profile_entropy_mean,pct_pkg_dominant_inbound,pct_pkg_dominant_outbound,pct_pkg_dominant_transit,pct_pkg_dominant_hidden
UnityCommunity__UnityLibrary,,csharp,1,55,114,12,124,486,403,35,917,506,411,55,114,0,124,111,0,992,45,35,184,211,411,48,3.53226,2,37,4.81,4.08065,2,35,0.378601,0,6,0.851454,0.378601,0,4,0.70029,0.845679,0,7,0.416996,9,0,0,0,,,0,0,0,0,2,2,0.416667,1,1,8.33333,3,89,0,0,0,2.07273,4,12,3.91935,2,37,3.39712,2,9,32,4.15451,17.6427,39.67,195.524,4.03525,2637.15,0.0651746,443.907,3510,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
UnityTechnologies__open-project-1,,csharp,1,70,311,21,402,1256,1209,41,1892,1154,738,70,311,0,402,88,140,2410,51,61,768,337,738,681,3.10945,2,34,4.24826,2.87065,2,36,0.611465,0,8,0.942788,0.611465,0,38,1.68461,0.58758,0,8,0.292028,36,0.348259,0.348259,30,3,1.80882,0,0,0,0,2,3,0.714286,1,4,2.33333,8,9,0,0,0,4.44286,7,30,3.12687,2,34,2.37818,1,5,32,2.80828,11.0025,19.3656,82.6781,1.89193,544.656,0.0275594,193.214,886.731,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
VeriorPies__ParrelSync,,csharp,1,4,14,3,17,62,54,8,91,40,51,4,14,0,17,20,0,102,4,4,68,50,51,7,3.64706,2,25,5.5935,2.35294,1,10,1.09677,0.5,10,1.864,1.09677,1,10,1.72935,0.822581,1,5,1.25,6,0,0,0,,,0,0,0,0,2,1,0.666667,2,2,5.66667,14,14,0,0,0,3.5,9,9,3.64706,2,25,3.59677,2,7,22,4.34578,22.8333,43.5185,227.88,3.10327,1636.61,0.0759599,589.331,6712.85,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
VsVim__VsVim,,csharp,1,63,503,61,1204,8207,7788,408,6156,1748,4408,63,503,0,1204,1971,724,9955,62,263,7795,249,4408,492,6.80731,4,297,14.8976,1.45183,0,24,0.949799,1,12,0.889901,0.949799,0,685,10.9502,0.537102,0,18,0.142449,53,0.601329,0.601329,50,2,1.19199,0,0,0,0,2,5,0.885246,2,14,19.7377,14,746,0,0,0,7.98413,14,136,6.95349,4,297,3.83709,3,7,36,2.84443,16.2645,23.3806,101.141,0.718563,172.363,0.0337137,199.037,260.322,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
XCharts-Team__XCharts,,csharp,1,66,377,5,435,2503,2406,97,6095,1664,4431,66,377,0,435,447,268,4167,123,79,4641,1792,4431,1050,5.75402,2,225,14.1415,3.82529,1,93,1.85417,1,36,3.12196,1.85417,1,117,4.80377,1.77028,1,19,1.07692,104,0.616092,0.616092,46,3,1.32569,0,0,0,0,2,1,0.6,3,3,87,277,277,0,0,0,5.71212,15,31,5.75402,2,225,3.92729,2,9,46,5.03875,19.495,50.606,266.28,5.32966,5975.01,0.0887601,641.91,7827.84,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
XINCGer__Unity3DTraining,,csharp,1,258,1113,82,1371,9667,9189,452,15136,4789,10347,258,1113,0,1371,803,300,14456,380,758,17032,2862,10347,1879,7.03209,3,325,17.1558,3.49307,1,99,1.76187,1,48,2.34488,1.76187,0,1080,20.2863,1.07034,1,13,0.59762,41,0.218818,0.218818,23,3,1.20539,0,0,0,0,2,3,0.341463,1,4,8.07317,22,61,0,0,0,4.31395,9,84,7.12254,3,325,2.73249,2,6,326,5.42794,17.7048,39.5618,197.994,3.65912,2828.31,0.0659979,407.174,3157.58,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
Xabaril__AspNetCore.Diagnostics.HealthChecks,,csharp,1,274,523,287,563,1521,1334,187,2865,628,2237,274,523,0,563,858,22,2149,116,361,557,174,2237,304,2.7016,2,29,2.70447,1.11545,0,26,0.366206,0,6,0.725701,0.366206,0,154,4.03233,1.47074,1,10,0.27707,8,0.0390764,0.0390764,3,2,1.09091,0,0,0,0,2,5,0.979094,2,49,1.92334,4,58,0,0,0,1.90876,4,21,2.71226,2,29,3.77515,3,8,24,3.4293,23.1477,36.3673,176.898,1.56581,442.663,0.058966,337.526,950.316,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
XuanchenLin__NanUI,,csharp,1,51,587,17,482,2711,2437,253,5609,581,5028,51,587,0,482,503,136,3292,380,531,1747,324,5028,1997,5.58091,2,251,13.7116,1.20539,0,66,0.644412,0,21,1.1637,0.644412,0,63,2.11712,1.85467,1,13,0.557659,10,0.282158,0.282158,9,3,1.25,0,0,0,0,2,3,0.823529,3,6,28.3529,81,159,0,0,0,11.5098,27,78,5.64523,2,251,1.95869,1,5,31,2.45921,11.8158,20.4584,86.4184,1.6847,505.974,0.0288061,196.215,811.894,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
aalhour__C-Sharp-Algorithms,,csharp,1,17,157,20,190,1226,1089,137,1386,153,1233,17,157,0,190,224,0,1379,11,279,1285,34,1233,87,6.45263,3,36,7.44562,0.805263,0,9,1.04812,1,14,1.6352,1.04812,0,33,2.13419,1.00571,1,6,0.222222,7,0,0,0,,,0,0,0,0,2,1,0.85,2,8,9.5,24,40,0,0,0,9.23529,24,33,6.53158,3,36,4.60033,3,8,112,8.68086,15.9238,38.8062,179.582,4.84094,1615,0.0598608,356.702,3352.22,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
abpframework__abp,,csharp,1,1852,6756,1218,7199,17464,14461,2998,26778,3138,23640,1852,6756,0,7199,8974,4094,20602,691,3294,15335,1900,23640,6552,2.4252,1,68,4.06711,0.435894,0,30,0.878092,0,21,1.32286,0.878092,0,666,8.70701,1.35364,1,25,0.605481,30,0.56869,0.56869,584,5,1.49924,0,0,0,0,2,15,0.984401,2,100,5.90805,14,173,0,0,0,3.64795,8,65,2.47951,1,90,2.47973,1,5,90,3.66499,14.5871,30.587,152.549,1.66071,526.25,0.0508498,267.619,882.262,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
actions__runner,,csharp,1,78,656,91,1195,4875,3684,1176,10807,2358,8449,78,656,0,1195,1405,611,7233,332,1649,5786,1177,8449,1832,4.06695,3,108,7.04455,1.97322,0,181,1.18687,0,39,2.27237,1.18687,0,157,4.85593,1.73313,1,20,0.499152,30,0.511297,0.511297,131,4,2.07679,0,0,0,0,2,5,0.945055,2,11,13.1209,24,207,0,0,0,8.41026,19,63,4.09205,3,108,2.38338,1,6,61,4.08154,22.2736,47.5122,253.696,3.19862,2404.21,0.0845652,627.048,4049.6,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
akkadotnet__akka.net,,csharp,1,408,2131,351,6918,25582,19763,5656,33243,8105,25138,408,2131,0,6918,10047,4535,33687,3006,10216,42441,5043,25138,11364,3.67433,2,189,6.32375,1.17158,0,109,1.65902,1,34,2.45268,1.65902,0,847,14.7144,0.982644,1,21,0.622209,172,0.655536,0.655536,404,7,2.18922,0,0,0,0,2,5,0.897436,3,25,19.7037,42,307,0,0,0,5.22304,11,147,3.70223,2,189,2.41107,1,6,77,3.74987,15.462,29.9863,138.58,1.59542,569.727,0.0461932,343.482,937.504,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
anjoy8__Blog.Core,,csharp,1,104,485,107,541,1785,1615,169,3051,466,2585,104,485,0,541,649,81,2251,30,282,1332,181,2585,406,3.2976,1,54,5.70875,0.861368,0,16,0.746218,0,10,1.27638,0.746218,0,50,2.5194,1.44818,1,11,0.388412,11,0.149723,0.149723,20,2,1.0375,0,0,0,0,2,5,0.943925,2,22,5.05607,15,50,0,0,0,4.66346,8,49,3.29945,1,54,2.46275,2,5,32,2.74395,16.6638,32.0681,155.766,2.62128,1327.35,0.051922,377.831,2229.72,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
ant-design-blazor__ant-design-blazor,,csharp,1,172,597,95,657,2771,2577,182,4102,1375,2727,172,597,0,657,800,214,4146,72,212,2344,356,2727,497,4.19939,2,61,6.75995,2.09285,0,45,0.845904,0,12,1.21449,0.845904,0,97,3.52151,0.984121,1,7,0.258909,21,0.325723,0.325723,87,4,1.69849,0,0,0,0,2,4,0.968421,2,19,6.89474,8,398,0,0,0,3.47093,8,22,4.21918,2,62,2.80909,2,5,792,15.2285,14.6248,31.9946,172.653,2.29495,1583.87,0.0575511,280.363,1362.5,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
aspnetboilerplate__aspnetboilerplate,,csharp,1,638,2602,568,2881,9022,7501,1514,12576,1528,11048,638,2602,0,2881,3708,1506,10550,465,1666,8092,818,11048,3159,3.12912,2,190,6.32977,0.530371,0,13,0.896919,0,18,1.37721,0.896919,0,273,5.74948,1.22456,1,18,0.53534,56,0.522735,0.522735,217,5,1.30515,0,0,0,0,2,6,0.994718,2,72,5.06866,13,45,0,0,0,4.07837,9,41,3.25269,2,208,2.36101,1,5,91,3.63231,12.8969,24.3669,107.118,1.5387,441.498,0.0357061,247.71,778.399,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
autofac__Autofac,,csharp,1,95,575,99,1141,2769,2323,440,2697,316,2381,95,575,0,1141,1829,371,3085,178,1801,2616,169,2381,1047,2.42156,1,120,6.03279,0.27695,0,10,0.944745,1,10,1.1482,0.944745,0,740,14.8698,0.859877,0,10,0.53481,24,0.325153,0.325153,21,3,1.21951,0,0,0,0,2,4,0.939394,2,13,11.5253,33,96,0,0,0,6.05263,14,40,2.43032,1,120,3.41098,2,8,25,3.24982,13.7508,26.9729,112.006,1.26261,298.047,0.0373352,231.89,652.019,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
babalae__better-genshin-impact,,csharp,1,159,648,131,764,3001,2637,338,5700,1747,3953,159,648,0,764,905,121,4748,322,318,2491,549,3953,902,3.89398,2,44,5.50564,2.28665,0,198,0.830057,0,28,1.85884,0.830057,0,97,2.9851,1.31723,1,12,0.314253,27,0.158377,0.158377,9,3,1.31897,0,0,0,0,2,4,0.961832,3,20,5.82443,8,206,0,0,0,4.07547,8,34,3.94503,2,44,1.92336,1,5,31,2.66741,15.0922,27.6246,132.303,2.275,1162.31,0.044101,302.664,1815.69,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
bchavez__Bogus,,csharp,1,37,205,36,315,1318,1196,106,1316,345,971,37,205,0,315,405,146,1663,60,417,1327,339,971,158,4.13333,2,61,7.19312,1.09524,0,15,1.00683,1,26,1.28045,1.00683,0,97,4.06463,0.736722,0,11,0.982609,20,0.463492,0.463492,99,3,1.17143,0,0,0,0,2,2,0.833333,1,13,8.5,22,122,0,0,0,5.54054,18,62,4.18413,2,61,3.86874,2,6,766,22.3458,16.0326,32.0543,168.595,1.74139,683.101,0.0561985,277.435,1138.47,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
beto-rodriguez__LiveCharts2,,csharp,1,1219,1709,1411,1686,3595,2192,1393,5047,1841,3206,1219,1709,0,1688,3096,127,5436,205,1833,2274,155,3206,1017,2.12633,1,32,3.48698,1.09193,0,52,0.632545,0,29,1.72405,0.632545,0,92,3.22307,0.891794,0,10,0.0841934,11,0.0753262,0.0753262,17,5,1.97541,0,0,0,0,2,4,0.990078,2,23,1.19135,1,56,0,0,0,1.40197,1,42,2.18209,1,50,3.28178,1,6,111,5.81422,17.3773,46.057,253.781,3.16803,5452.96,0.0845936,443.309,2885.39,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
bflattened__bflat,,csharp,1,14,61,12,89,119,82,34,282,110,172,14,61,0,89,87,55,229,27,19,74,74,172,151,1.30337,0,12,1.98536,1.23596,0,21,0.621849,0,9,1.39019,0.621849,0,4,0.978694,1.44538,1,9,0.672727,4,0.617978,0.617978,35,1,1,0,0,0,0,2,2,0.666667,2,3,6.25,17,36,0,0,0,4.35714,9,25,1.33708,0,12,3.48739,1,6,163,14.9912,25.3049,59.8537,408.555,4.20408,10637.3,0.136185,406.997,3294.89,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
bitwarden__mobile,,csharp,1,100,862,93,919,4404,3812,592,7288,2051,5237,100,862,0,919,1058,366,6455,65,1133,5840,526,5237,1880,4.79217,2,209,11.7881,2.23177,0,113,1.32607,0,39,2.41588,1.32607,0,143,5.60839,1.18915,1,15,0.25646,16,0.398259,0.398259,47,3,1.26225,0,0,0,0,2,4,0.967742,3,13,9.82796,22,119,0,0,0,8.62,23,66,4.79217,2,209,2.53542,1,6,118,4.27871,15.2487,28.0693,137.687,2.13058,1003.8,0.0458957,348.837,1911.01,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
bitwarden__server,,csharp,1,506,2089,635,2497,8647,7453,1193,19063,2297,16766,506,2089,0,2497,3250,774,10944,246,3328,11791,811,16766,6907,3.46256,2,97,6.82755,0.919904,0,31,1.36359,1,23,1.93961,1.36359,0,1069,13.9805,1.93894,2,31,0.353069,46,0.309972,0.309972,91,3,1.11946,0,0,0,0,2,6,0.987402,3,25,3.92598,9,67,0,0,0,4.12846,9,60,3.46376,2,97,3.65526,2,8,97,4.93737,21.9517,44.7232,237.683,1.86117,917.472,0.0792278,498.553,1895.59,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
borisdj__EFCore.BulkExtensions,,csharp,1,16,73,14,170,542,502,37,1239,51,1188,16,73,0,170,198,23,593,22,317,577,23,1188,179,3.17059,1,40,5.7915,0.3,0,3,1.06458,1,19,1.7164,1.06458,0,93,4.32677,2.19188,1,9,0.45098,4,0.135294,0.135294,4,2,1.13043,0,0,0,0,2,4,0.928571,4,5,12.1429,34,80,0,0,0,4.5625,9,14,3.18824,1,40,4.73063,3,11,74,6.66525,27.6932,67.8845,394.926,3.9472,6893.44,0.131642,878.246,7905.18,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
brandonlw__Psychson,,csharp,1,6,9,3,7,47,43,4,89,35,54,6,9,0,7,9,0,82,0,5,68,12,54,2,6.71429,7,20,6.38557,5,4,14,1.44681,1,12,2.19097,1.44681,1,8,1.33382,1.14894,1,8,0.342857,1,0,0,0,,,0,0,0,0,2,0,0,0,0,2.33333,4,4,0,0,0,1.5,3,3,6.71429,7,20,3.89362,3,8,22,4.45418,28.4186,89.0233,531.37,7.08615,19916.6,0.177123,1330.94,22026.3,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
btcpayserver__btcpayserver,,csharp,1,173,1111,167,1453,4438,3807,611,8936,1489,7447,173,1111,0,1453,1826,304,5927,312,1636,6819,1474,7447,2934,3.04061,1,160,8.55735,1.02478,0,33,1.5365,1,32,2.78627,1.5365,0,224,7.1952,1.67801,1,28,0.989926,154,0.209222,0.209222,19,4,1.15571,0,0,0,0,2,5,0.988024,2,34,8.67066,21,119,0,0,0,6.42197,16,82,3.0585,1,160,4.8941,2,9,261,11.693,26.1718,59.4552,344.055,3.15923,3304.29,0.114685,768,4804.74,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
builtbybel__Winpilot,,csharp,1,14,53,4,54,279,231,48,273,98,175,14,53,0,54,55,37,377,0,60,254,16,175,109,5.16667,5,17,3.07167,1.81481,2,11,0.910394,1,20,1.8127,0.910394,0,102,6.30775,0.62724,0,4,0.163265,2,0.685185,0.685185,30,1,1,0,0,0,0,2,0,0,0,0,13.25,31,31,0,0,0,3.78571,9,12,5.16667,5,17,1.58423,1,3,16,1.9342,18.2511,26.5671,129.934,1.85839,483.689,0.0433114,267.353,955.329,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
builtbybel__privatezilla,,csharp,1,13,71,12,70,355,351,4,205,147,58,13,71,0,70,81,61,502,0,64,98,0,58,1,5.07143,5,33,3.52672,2.1,2,6,0.276056,0,6,0.69393,0.276056,0,35,2.29325,0.16338,0,3,0,0,0.871429,0.871429,61,1,1,0,0,0,0,2,2,0.916667,2,9,5.83333,20,24,0,0,0,5.46154,20,24,5.07143,5,33,1.70986,1,2,19,1.89225,9.80912,13.9031,57.5633,1.29336,157.527,0.0191878,103.783,236.608,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
cake-build__cake,,csharp,1,474,1640,466,2822,9370,8626,707,10183,838,9345,474,1640,0,2822,4473,435,10208,856,7234,9976,95,9345,4146,3.30723,1,95,6.94941,0.296953,0,26,1.06467,1,17,1.06104,1.06467,0,2656,28.9595,0.997332,0,14,0.113365,21,0.154146,0.154146,51,3,1.29343,0,0,0,0,2,7,0.991416,2,35,6.03004,11,155,0,0,0,3.45992,7,66,3.32424,1,95,3.68004,4,6,50,3.2604,15.5148,26.2907,114.652,1.1189,309.588,0.0382173,206.819,495.176,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
canton7__SyncTrayzor,,csharp,1,30,233,28,352,1226,1031,195,2155,543,1612,30,233,0,352,404,86,1769,36,152,703,869,1612,535,3.48295,2,39,5.07722,1.54261,0,25,0.573409,0,11,1.06168,0.573409,0,17,1.19607,1.31485,1,12,1.60037,15,0.244318,0.244318,17,2,1.01205,0,0,0,0,2,2,0.821429,5,8,12.5714,30,53,0,0,0,7.76667,16,36,3.79261,2,78,2.2814,1,5,54,3.65653,12.5015,23.0194,104.608,1.99862,772.517,0.0348692,282.389,1523.08,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
cefsharp__CefSharp,,csharp,1,88,586,127,1295,3708,3388,303,7412,703,6709,88,586,0,1295,1427,950,4411,219,463,2069,317,6709,2137,2.85019,0,105,8.22431,0.542857,0,56,0.557983,0,18,0.965217,0.557983,0,62,2.3839,1.80933,1,17,0.450925,26,0.733591,0.733591,340,4,1.05914,0,0,0,0,2,4,0.976378,1,49,10.1732,20,148,0,0,0,6.65909,14,61,3.661,0,178,2.02751,1,5,43,2.62771,11.6355,20.3749,87.5784,1.25309,378.15,0.0291928,218.512,667.083,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
chocolatey__choco,,csharp,1,80,373,81,945,5360,5191,164,4857,1203,3654,80,373,0,945,1574,671,6563,137,548,4418,599,3654,1559,5.66667,3,125,8.57966,1.27302,0,65,0.824254,1,37,1.58858,0.824254,0,380,6.5087,0.681716,0,11,0.497922,44,0.710053,0.710053,64,4,1.80154,0,0,0,0,2,5,0.975309,2,25,11.6667,18,202,0,0,0,4.6625,13,30,5.67407,3,125,1.97705,1,4,61,2.83291,12.2999,20.7708,97.2227,0.936873,839.265,0.0324076,178.617,361.934,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
cobbr__Covenant,,csharp,1,19,152,20,295,2378,2171,207,4060,130,3930,19,152,0,295,332,99,2508,187,267,1297,131,3930,1221,8.06102,3,366,32.8407,0.440678,0,39,0.545416,0,16,1.20651,0.545416,0,41,1.42127,1.65265,1,35,1.00769,17,0.335593,0.335593,5,3,1.43182,0,0,0,0,2,2,0.8,1,7,14.75,25,75,0,0,0,8,17,69,8.37966,3,366,3.91926,1,13,64,7.58951,20.1944,47.7402,270.875,3.05891,3631.84,0.0902917,1077.87,14112.6,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
codebude__QRCoder,,csharp,1,21,87,16,101,608,497,111,1014,216,798,21,87,0,101,167,32,824,19,386,503,187,798,69,6.0198,2,200,20.1175,2.13861,0,20,0.827303,1,15,1.28815,0.827303,0,50,2.85127,1.3125,0,20,0.865741,8,0.316832,0.316832,22,2,1.09375,0,0,0,0,2,2,0.5,1,3,6.3125,9,75,0,0,0,4.14286,13,25,6.0198,2,200,4.67105,4,10,24,4.17862,24.5312,49.4588,257.806,3.01022,2408.12,0.0859353,495.596,3667.37,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
coding-horror__basic-computer-games,,csharp,1,139,468,128,491,1750,1478,226,2387,605,1782,139,468,0,492,600,76,2355,147,253,1620,101,1782,869,3.4664,2,60,4.63542,1.23014,0,28,0.925714,0,49,1.91122,0.925714,1,94,3.1529,1.01829,1,6,0.166942,11,0.154786,0.154786,8,3,1.25,0,0,0,0,2,3,0.375,1,6,3.78906,7,21,0,0,0,3.36691,8,12,3.5935,2,69,2.56686,2,6,65,3.93691,13.4039,25.9621,115.787,2.98649,1965.95,0.0385956,252.22,1675.3,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
commandlineparser__commandline,,csharp,1,16,189,16,300,930,806,113,1590,183,1407,16,189,0,300,339,41,1113,52,398,921,116,1407,133,3.06333,1,80,7.49573,0.61,0,19,0.990323,1,13,1.43569,0.990323,0,78,5.06017,1.5129,1,18,0.63388,7,0.136667,0.136667,9,2,1.26829,0,0,0,0,2,3,0.75,3,4,18.6875,43,111,0,0,0,11.8125,27,73,3.10333,1,80,2.98172,2,6,22,2.85316,18.5335,37.8201,175.071,2.65372,954.617,0.0583569,382.737,1595.42,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
d2phap__ImageGlass,,csharp,1,97,380,40,469,3813,3516,281,7090,1464,5626,97,380,0,469,596,54,5277,39,387,4000,563,5626,695,8.09595,2,304,21.8722,3.12154,0,74,1.04904,1,30,1.78579,1.04904,1,49,2.30882,1.47548,1,12,0.384563,26,0.115139,0.115139,9,3,1.57407,0,0,0,0,2,3,0.85,2,11,11.725,41,82,0,0,0,3.91753,8,35,8.29424,2,304,3.68765,2,7,369,9.02421,20.0156,46.1698,249.486,3.7116,3681.8,0.0831621,534.184,4443.26,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
danielgerlag__workflow-core,,csharp,1,152,578,131,668,1652,1473,179,2925,520,2405,152,578,0,668,873,320,2172,230,485,1335,183,2405,723,2.47305,1,45,4.36379,0.778443,0,13,0.808111,0,13,1.3597,0.808111,0,122,4.27237,1.45581,1,12,0.351923,5,0.479042,0.479042,76,3,1.36102,0,0,0,0,2,4,0.961832,2,37,5.09924,9,116,0,0,0,3.80263,8,39,2.47754,1,45,2.74697,2,7,43,3.39814,15.8676,30.8371,145.421,1.52136,495.574,0.0484737,335.281,915.976,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
davidfowl__AspNetCoreDiagnosticScenarios,,csharp,1,5,21,7,31,101,92,9,69,17,52,5,21,0,31,38,3,118,0,28,43,2,52,13,3.25806,3,12,2.88453,0.548387,0,3,0.425743,0,2,0.533001,0.425743,0,12,1.26918,0.514851,0,3,0.117647,2,0.0967742,0.0967742,3,1,1,0,0,0,0,2,2,0.714286,3,3,4.42857,12,12,0,0,0,4.2,12,12,3.25806,3,12,2.26733,2,4,10,1.62219,12.2283,16.0543,62.8546,0.960471,99.43,0.0209515,127.438,392.396,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dbrizov__NaughtyAttributes,,csharp,1,13,111,3,170,228,180,47,708,348,360,13,111,0,170,174,64,576,2,7,254,11,360,58,1.33529,0,17,2.47801,2.04706,1,11,1.11404,0,8,1.75098,1.11404,0,18,2.46647,1.57895,1,8,0.0316092,3,0.376471,0.376471,17,3,1.6129,0,0,0,0,2,1,0.666667,2,2,56.6667,92,92,0,0,0,8.53846,18,36,1.34706,0,17,2.45614,2,5,12,1.99842,19.65,38.1833,189.447,3.30941,1340.12,0.0631489,540.084,4267.83,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
devlooped__moq,,csharp,1,18,241,18,946,3532,3371,150,2739,241,2498,18,241,0,946,1649,172,3773,261,1420,4150,542,2498,360,3.72199,1,114,8.96834,0.254757,0,14,1.17497,1,16,1.29572,1.17497,0,532,10.7145,0.707248,0,8,2.24896,31,0.181818,0.181818,10,4,1.20915,0,0,0,0,2,3,0.888889,4,9,52.5,341,379,0,0,0,13.3889,68,74,3.7389,1,114,2.67384,2,6,44,2.68981,11.8977,21.3156,87.0458,0.913823,267.658,0.0290153,176.419,281.489,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
discord-net__Discord.Net,,csharp,1,213,1586,61,1389,5958,5116,794,16188,1134,15054,213,1586,0,1389,1428,664,7091,932,1551,5609,696,15054,6628,4.25486,2,223,12.4138,0.815695,0,84,0.941423,1,143,2.28817,0.941423,0,198,4.30119,2.52669,2,50,0.613757,52,0.478042,0.478042,60,4,1.56731,0,0,0,0,2,5,0.836066,2,13,22.3115,70,309,0,0,0,7.44601,14,128,4.31174,2,223,2.27442,1,5,413,8.35046,15.4324,33.791,167.393,2.03111,3179.69,0.0557977,310.911,1384.92,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dlemstra__Magick.NET,,csharp,1,250,1634,21,1988,7671,7096,503,6836,165,6671,250,1634,0,1988,3277,501,7836,299,5118,8152,24,6671,1092,3.82243,2,613,18.6303,0.082998,0,8,1.0627,1,29,1.30084,1.0627,0,245,6.19901,0.869639,0,11,0.145455,5,0.252012,0.252012,78,2,1.29286,0,0,0,0,2,3,0.809524,1,5,94.6667,77,1293,0,0,0,6.536,12,224,3.86318,2,618,2.51675,2,6,69,3.2873,11.2876,21.4293,91.7962,0.723397,709.888,0.0305987,176.419,257.532,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
dockersamples__example-voting-app,,csharp,1,1,1,1,1,5,5,0,7,0,7,1,1,0,1,1,0,5,0,0,4,0,7,0,5,5,5,0,0,0,0,0.8,0,3,1.16619,0.8,1,1,0.4,1.4,1,3,,,0,0,0,,,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,1,1,5,5,5,2.6,2,7,7,2.41661,26.8,44.2,222.478,4.16121,1453.75,0.0741595,580.735,5302.37,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
dodyg__practical-aspnetcore,,csharp,1,627,692,98,323,544,425,119,746,156,590,627,692,0,330,204,30,700,6,36,82,25,590,46,1.67802,1,31,2.44855,0.479876,0,7,0.150735,0,4,0.448936,0.150735,0,10,0.617811,1.08456,1,8,0.160256,4,0.0897833,0.0928793,3,1,1,0,0,0,0,2,3,0.673469,2,7,1.2449,2,7,0,0,0,1.10367,1,5,2.80308,1,101,1.7739,1,4,21,2.07807,12.4635,20.1435,90.314,1.29928,352.798,0.0301047,191.369,499.183,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,
